City,month,NO2,year,month_num,dayofyear,season,NO2_prev_month,NO2_roll3
Ljubljana (Slovenia),2018-12-01,37.9,2018,12,335,1,23.7,30.5
Bratislava (Slovakia),2018-12-01,27.1,2018,12,335,1,28.2,27.766666666666666
Vienna (Austria),2019-01-01,26.3,2019,1,1,1,26.9,27.166666666666668
Brussels (Belgium),2019-01-01,38.4,2019,1,1,1,35.8,36.96666666666667
Sofia (Bulgaria),2019-01-01,31.1,2019,1,1,1,35.8,31.666666666666668
Bern (Switzerland),2019-01-01,30.5,2019,1,1,1,29.7,29.266666666666666
Nicosia (Cyprus),2019-01-01,38.3,2019,1,1,1,36.1,38.63333333333333
Prague (Czech Republic),2019-01-01,26.9,2019,1,1,1,27.2,29.2
Berlin (Germany),2019-01-01,31.1,2019,1,1,1,29.7,31.866666666666664
Copenhagen (Denmark),2019-01-01,23.4,2019,1,1,1,20.8,23.866666666666664
Tallinn (Estonia),2019-01-01,18.1,2019,1,1,1,11.5,12.700000000000001
Athens (Greece),2019-01-01,34.3,2019,1,1,1,37.6,35.6
Madrid (Spain),2019-01-01,54.1,2019,1,1,1,52.4,48.26666666666667
EU27 (aggregate),2019-01-01,34.9,2019,1,1,1,32.6,33.03333333333333
Helsinki (Finland),2019-01-01,28.0,2019,1,1,1,18.1,22.166666666666668
Paris (France),2019-01-01,41.9,2019,1,1,1,38.6,40.5
Zagreb (Croatia),2019-01-01,43.7,2019,1,1,1,33.3,32.96666666666667
Budapest (Hungary),2019-01-01,35.5,2019,1,1,1,34.3,34.5
Dublin (Ireland),2019-01-01,32.7,2019,1,1,1,28.7,28.96666666666667
Reykjavik (Iceland),2019-01-01,16.5,2019,1,1,1,12.9,15.633333333333333
Rome (Italy),2019-01-01,47.7,2019,1,1,1,48.7,47.26666666666667
Vilnius (Lithuania),2019-01-01,25.5,2019,1,1,1,22.4,21.96666666666667
Luxembourg (Luxembourg),2019-01-01,33.8,2019,1,1,1,29.9,33.199999999999996
Riga (Latvia),2019-01-01,29.3,2019,1,1,1,26.6,27.933333333333334
Valletta (Malta),2019-01-01,35.7,2019,1,1,1,45.4,42.56666666666667
Amsterdam (Netherlands),2019-01-01,33.5,2019,1,1,1,33.7,33.93333333333334
Oslo (Norway),2019-01-01,53.4,2019,1,1,1,40.4,43.4
Warsaw (Poland),2019-01-01,32.9,2019,1,1,1,29.9,30.666666666666668
Lisbon (Portugal),2019-01-01,37.5,2019,1,1,1,39.1,37.0
Bucharest (Romania),2019-01-01,64.6,2019,1,1,1,47.6,53.43333333333334
Stockholm (Sweden),2019-01-01,30.0,2019,1,1,1,24.2,26.599999999999998
Ljubljana (Slovenia),2019-01-01,38.9,2019,1,1,1,37.9,33.5
Bratislava (Slovakia),2019-01-01,28.2,2019,1,1,1,27.1,27.833333333333332
Vienna (Austria),2019-02-01,32.7,2019,2,32,1,26.3,28.633333333333336
Brussels (Belgium),2019-02-01,46.3,2019,2,32,1,38.4,40.166666666666664
Sofia (Bulgaria),2019-02-01,28.7,2019,2,32,1,31.1,31.86666666666667
Bern (Switzerland),2019-02-01,39.7,2019,2,32,1,30.5,33.300000000000004
Nicosia (Cyprus),2019-02-01,31.6,2019,2,32,1,38.3,35.333333333333336
Prague (Czech Republic),2019-02-01,36.7,2019,2,32,1,26.9,30.266666666666666
Berlin (Germany),2019-02-01,42.3,2019,2,32,1,31.1,34.36666666666667
Copenhagen (Denmark),2019-02-01,24.4,2019,2,32,1,23.4,22.866666666666664
Tallinn (Estonia),2019-02-01,13.1,2019,2,32,1,18.1,14.233333333333334
Athens (Greece),2019-02-01,33.8,2019,2,32,1,34.3,35.23333333333333
Madrid (Spain),2019-02-01,54.8,2019,2,32,1,54.1,53.76666666666667
EU27 (aggregate),2019-02-01,37.1,2019,2,32,1,34.9,34.86666666666667
Helsinki (Finland),2019-02-01,19.6,2019,2,32,1,28.0,21.900000000000002
Paris (France),2019-02-01,54.6,2019,2,32,1,41.9,45.03333333333333
Zagreb (Croatia),2019-02-01,48.0,2019,2,32,1,43.7,41.666666666666664
Budapest (Hungary),2019-02-01,41.8,2019,2,32,1,35.5,37.199999999999996
Dublin (Ireland),2019-02-01,30.6,2019,2,32,1,32.7,30.666666666666668
Reykjavik (Iceland),2019-02-01,14.5,2019,2,32,1,16.5,14.633333333333333
Rome (Italy),2019-02-01,46.9,2019,2,32,1,47.7,47.76666666666667
Vilnius (Lithuania),2019-02-01,21.4,2019,2,32,1,25.5,23.099999999999998
Luxembourg (Luxembourg),2019-02-01,45.6,2019,2,32,1,33.8,36.43333333333333
Riga (Latvia),2019-02-01,26.3,2019,2,32,1,29.3,27.400000000000002
Amsterdam (Netherlands),2019-02-01,45.6,2019,2,32,1,33.5,37.6
Oslo (Norway),2019-02-01,45.2,2019,2,32,1,53.4,46.333333333333336
Warsaw (Poland),2019-02-01,33.5,2019,2,32,1,32.9,32.099999999999994
Lisbon (Portugal),2019-02-01,39.1,2019,2,32,1,37.5,38.56666666666666
Bucharest (Romania),2019-02-01,67.6,2019,2,32,1,64.6,59.93333333333334
Stockholm (Sweden),2019-02-01,23.9,2019,2,32,1,30.0,26.03333333333333
Ljubljana (Slovenia),2019-02-01,43.8,2019,2,32,1,38.9,40.199999999999996
Bratislava (Slovakia),2019-02-01,32.6,2019,2,32,1,28.2,29.3
Vienna (Austria),2019-03-01,26.5,2019,3,60,2,32.7,28.5
Brussels (Belgium),2019-03-01,32.4,2019,3,60,2,46.3,39.03333333333333
Sofia (Bulgaria),2019-03-01,26.9,2019,3,60,2,28.7,28.900000000000002
Bern (Switzerland),2019-03-01,23.8,2019,3,60,2,39.7,31.333333333333332
Nicosia (Cyprus),2019-03-01,27.1,2019,3,60,2,31.6,32.333333333333336
Prague (Czech Republic),2019-03-01,24.9,2019,3,60,2,36.7,29.5
Berlin (Germany),2019-03-01,28.6,2019,3,60,2,42.3,34.0
Copenhagen (Denmark),2019-03-01,17.7,2019,3,60,2,24.4,21.833333333333332
Tallinn (Estonia),2019-03-01,11.2,2019,3,60,2,13.1,14.133333333333333
Athens (Greece),2019-03-01,36.7,2019,3,60,2,33.8,34.93333333333334
Madrid (Spain),2019-03-01,35.5,2019,3,60,2,54.8,48.133333333333326
EU27 (aggregate),2019-03-01,29.3,2019,3,60,2,37.1,33.76666666666667
Helsinki (Finland),2019-03-01,19.4,2019,3,60,2,19.6,22.333333333333332
Paris (France),2019-03-01,36.8,2019,3,60,2,54.6,44.43333333333334
Zagreb (Croatia),2019-03-01,39.7,2019,3,60,2,48.0,43.800000000000004
Budapest (Hungary),2019-03-01,32.0,2019,3,60,2,41.8,36.43333333333333
Dublin (Ireland),2019-03-01,26.4,2019,3,60,2,30.6,29.900000000000002
Reykjavik (Iceland),2019-03-01,7.5,2019,3,60,2,14.5,12.833333333333334
Rome (Italy),2019-03-01,42.6,2019,3,60,2,46.9,45.73333333333333
Vilnius (Lithuania),2019-03-01,19.3,2019,3,60,2,21.4,22.066666666666666
Luxembourg (Luxembourg),2019-03-01,31.4,2019,3,60,2,45.6,36.93333333333334
Riga (Latvia),2019-03-01,19.4,2019,3,60,2,26.3,25.0
Amsterdam (Netherlands),2019-03-01,27.3,2019,3,60,2,45.6,35.46666666666666
Oslo (Norway),2019-03-01,33.5,2019,3,60,2,45.2,44.03333333333333
Warsaw (Poland),2019-03-01,36.9,2019,3,60,2,33.5,34.43333333333333
Lisbon (Portugal),2019-03-01,27.6,2019,3,60,2,39.1,34.733333333333334
Bucharest (Romania),2019-03-01,60.4,2019,3,60,2,67.6,64.19999999999999
Stockholm (Sweden),2019-03-01,22.7,2019,3,60,2,23.9,25.53333333333333
Ljubljana (Slovenia),2019-03-01,27.9,2019,3,60,2,43.8,36.86666666666667
Bratislava (Slovakia),2019-03-01,25.7,2019,3,60,2,32.6,28.833333333333332
Vienna (Austria),2019-04-01,22.4,2019,4,91,2,26.5,27.2
Brussels (Belgium),2019-04-01,33.3,2019,4,91,2,32.4,37.33333333333333
Sofia (Bulgaria),2019-04-01,21.3,2019,4,91,2,26.9,25.633333333333336
Bern (Switzerland),2019-04-01,21.1,2019,4,91,2,23.8,28.200000000000003
Nicosia (Cyprus),2019-04-01,23.9,2019,4,91,2,27.1,27.53333333333333
Prague (Czech Republic),2019-04-01,28.6,2019,4,91,2,24.9,30.066666666666666
Berlin (Germany),2019-04-01,24.3,2019,4,91,2,28.6,31.733333333333334
Copenhagen (Denmark),2019-04-01,24.2,2019,4,91,2,17.7,22.099999999999998
Tallinn (Estonia),2019-04-01,20.9,2019,4,91,2,11.2,15.066666666666665
Athens (Greece),2019-04-01,40.0,2019,4,91,2,36.7,36.833333333333336
Madrid (Spain),2019-04-01,26.4,2019,4,91,2,35.5,38.9
EU27 (aggregate),2019-04-01,29.2,2019,4,91,2,29.3,31.866666666666664
Helsinki (Finland),2019-04-01,28.1,2019,4,91,2,19.4,22.366666666666664
Paris (France),2019-04-01,39.7,2019,4,91,2,36.8,43.699999999999996
Zagreb (Croatia),2019-04-01,35.5,2019,4,91,2,39.7,41.06666666666666
Budapest (Hungary),2019-04-01,29.2,2019,4,91,2,32.0,34.333333333333336
Dublin (Ireland),2019-04-01,39.1,2019,4,91,2,26.4,32.03333333333333
Reykjavik (Iceland),2019-04-01,6.2,2019,4,91,2,7.5,9.4
Rome (Italy),2019-04-01,39.5,2019,4,91,2,42.6,43.0
Vilnius (Lithuania),2019-04-01,20.6,2019,4,91,2,19.3,20.433333333333334
Luxembourg (Luxembourg),2019-04-01,29.6,2019,4,91,2,31.4,35.53333333333333
Riga (Latvia),2019-04-01,26.0,2019,4,91,2,19.4,23.900000000000002
Amsterdam (Netherlands),2019-04-01,25.6,2019,4,91,2,27.3,32.833333333333336
Oslo (Norway),2019-04-01,28.4,2019,4,91,2,33.5,35.699999999999996
Warsaw (Poland),2019-04-01,29.9,2019,4,91,2,36.9,33.43333333333333
Lisbon (Portugal),2019-04-01,18.4,2019,4,91,2,27.6,28.366666666666664
Bucharest (Romania),2019-04-01,59.4,2019,4,91,2,60.4,62.46666666666666
Stockholm (Sweden),2019-04-01,27.6,2019,4,91,2,22.7,24.733333333333334
Ljubljana (Slovenia),2019-04-01,23.4,2019,4,91,2,27.9,31.7
Bratislava (Slovakia),2019-04-01,23.4,2019,4,91,2,25.7,27.233333333333334
Vienna (Austria),2019-05-01,18.6,2019,5,121,2,22.4,22.5
Brussels (Belgium),2019-05-01,32.7,2019,5,121,2,33.3,32.8
Sofia (Bulgaria),2019-05-01,16.4,2019,5,121,2,21.3,21.53333333333333
Bern (Switzerland),2019-05-01,17.3,2019,5,121,2,21.1,20.733333333333334
Nicosia (Cyprus),2019-05-01,22.2,2019,5,121,2,23.9,24.400000000000002
Prague (Czech Republic),2019-05-01,26.3,2019,5,121,2,28.6,26.599999999999998
Berlin (Germany),2019-05-01,24.5,2019,5,121,2,24.3,25.8
Copenhagen (Denmark),2019-05-01,16.4,2019,5,121,2,24.2,19.433333333333334
Tallinn (Estonia),2019-05-01,14.6,2019,5,121,2,20.9,15.566666666666665
Athens (Greece),2019-05-01,39.7,2019,5,121,2,40.0,38.800000000000004
Madrid (Spain),2019-05-01,21.7,2019,5,121,2,26.4,27.866666666666664
EU27 (aggregate),2019-05-01,23.8,2019,5,121,2,29.2,27.433333333333334
Helsinki (Finland),2019-05-01,19.6,2019,5,121,2,28.1,22.36666666666667
Paris (France),2019-05-01,33.5,2019,5,121,2,39.7,36.666666666666664
Zagreb (Croatia),2019-05-01,28.0,2019,5,121,2,35.5,34.4
Budapest (Hungary),2019-05-01,25.5,2019,5,121,2,29.2,28.900000000000002
Dublin (Ireland),2019-05-01,26.9,2019,5,121,2,39.1,30.8
Reykjavik (Iceland),2019-05-01,6.7,2019,5,121,2,6.2,6.8
Rome (Italy),2019-05-01,31.8,2019,5,121,2,39.5,37.96666666666666
Vilnius (Lithuania),2019-05-01,17.2,2019,5,121,2,20.6,19.033333333333335
Luxembourg (Luxembourg),2019-05-01,23.8,2019,5,121,2,29.6,28.266666666666666
Riga (Latvia),2019-05-01,19.9,2019,5,121,2,26.0,21.766666666666666
Valletta (Malta),2019-05-01,27.7,2019,5,121,2,35.7,36.266666666666666
Amsterdam (Netherlands),2019-05-01,22.0,2019,5,121,2,25.6,24.96666666666667
Oslo (Norway),2019-05-01,20.7,2019,5,121,2,28.4,27.53333333333333
Warsaw (Poland),2019-05-01,31.1,2019,5,121,2,29.9,32.63333333333333
Lisbon (Portugal),2019-05-01,18.8,2019,5,121,2,18.4,21.599999999999998
Stockholm (Sweden),2019-05-01,22.7,2019,5,121,2,27.6,24.333333333333332
Ljubljana (Slovenia),2019-05-01,17.6,2019,5,121,2,23.4,22.96666666666667
Bratislava (Slovakia),2019-05-01,19.3,2019,5,121,2,23.4,22.8
Vienna (Austria),2019-06-01,18.9,2019,6,152,3,18.6,19.966666666666665
Brussels (Belgium),2019-06-01,26.4,2019,6,152,3,32.7,30.8
Sofia (Bulgaria),2019-06-01,19.2,2019,6,152,3,16.4,18.96666666666667
Bern (Switzerland),2019-06-01,15.5,2019,6,152,3,17.3,17.96666666666667
Nicosia (Cyprus),2019-06-01,19.9,2019,6,152,3,22.2,22.0
Prague (Czech Republic),2019-06-01,22.8,2019,6,152,3,26.3,25.900000000000002
Berlin (Germany),2019-06-01,26.5,2019,6,152,3,24.5,25.099999999999998
Copenhagen (Denmark),2019-06-01,18.9,2019,6,152,3,16.4,19.833333333333332
Tallinn (Estonia),2019-06-01,9.6,2019,6,152,3,14.6,15.033333333333331
Athens (Greece),2019-06-01,34.0,2019,6,152,3,39.7,37.9
Madrid (Spain),2019-06-01,23.3,2019,6,152,3,21.7,23.8
EU27 (aggregate),2019-06-01,22.4,2019,6,152,3,23.8,25.133333333333336
Helsinki (Finland),2019-06-01,17.0,2019,6,152,3,19.6,21.566666666666666
Paris (France),2019-06-01,30.7,2019,6,152,3,33.5,34.63333333333333
Zagreb (Croatia),2019-06-01,29.1,2019,6,152,3,28.0,30.866666666666664
Budapest (Hungary),2019-06-01,23.7,2019,6,152,3,25.5,26.133333333333336
Dublin (Ireland),2019-06-01,17.9,2019,6,152,3,26.9,27.96666666666667
Reykjavik (Iceland),2019-06-01,5.0,2019,6,152,3,6.7,5.966666666666666
Rome (Italy),2019-06-01,35.5,2019,6,152,3,31.8,35.6
Vilnius (Lithuania),2019-06-01,15.1,2019,6,152,3,17.2,17.633333333333333
Luxembourg (Luxembourg),2019-06-01,23.3,2019,6,152,3,23.8,25.566666666666666
Riga (Latvia),2019-06-01,19.1,2019,6,152,3,19.9,21.666666666666668
Valletta (Malta),2019-06-01,37.4,2019,6,152,3,27.7,33.6
Amsterdam (Netherlands),2019-06-01,23.7,2019,6,152,3,22.0,23.76666666666667
Oslo (Norway),2019-06-01,21.3,2019,6,152,3,20.7,23.46666666666667
Warsaw (Poland),2019-06-01,22.3,2019,6,152,3,31.1,27.766666666666666
Lisbon (Portugal),2019-06-01,16.5,2019,6,152,3,18.8,17.900000000000002
Stockholm (Sweden),2019-06-01,19.7,2019,6,152,3,22.7,23.333333333333332
Ljubljana (Slovenia),2019-06-01,15.7,2019,6,152,3,17.6,18.900000000000002
Bratislava (Slovakia),2019-06-01,16.7,2019,6,152,3,19.3,19.799999999999997
Vienna (Austria),2019-07-01,19.0,2019,7,182,3,18.9,18.833333333333332
Brussels (Belgium),2019-07-01,21.2,2019,7,182,3,26.4,26.766666666666666
Sofia (Bulgaria),2019-07-01,17.7,2019,7,182,3,19.2,17.766666666666666
Bern (Switzerland),2019-07-01,15.0,2019,7,182,3,15.5,15.933333333333332
Nicosia (Cyprus),2019-07-01,16.5,2019,7,182,3,19.9,19.53333333333333
Prague (Czech Republic),2019-07-01,23.1,2019,7,182,3,22.8,24.066666666666666
Berlin (Germany),2019-07-01,21.6,2019,7,182,3,26.5,24.200000000000003
Copenhagen (Denmark),2019-07-01,14.3,2019,7,182,3,18.9,16.53333333333333
Tallinn (Estonia),2019-07-01,7.2,2019,7,182,3,9.6,10.466666666666667
Athens (Greece),2019-07-01,31.0,2019,7,182,3,34.0,34.9
Madrid (Spain),2019-07-01,24.8,2019,7,182,3,23.3,23.266666666666666
EU27 (aggregate),2019-07-01,22.1,2019,7,182,3,22.4,22.766666666666666
Helsinki (Finland),2019-07-01,14.2,2019,7,182,3,17.0,16.933333333333334
Paris (France),2019-07-01,29.9,2019,7,182,3,30.7,31.366666666666664
Zagreb (Croatia),2019-07-01,28.5,2019,7,182,3,29.1,28.53333333333333
Budapest (Hungary),2019-07-01,25.8,2019,7,182,3,23.7,25.0
Dublin (Ireland),2019-07-01,19.1,2019,7,182,3,17.9,21.3
Reykjavik (Iceland),2019-07-01,4.9,2019,7,182,3,5.0,5.533333333333334
Rome (Italy),2019-07-01,31.7,2019,7,182,3,35.5,33.0
Vilnius (Lithuania),2019-07-01,16.6,2019,7,182,3,15.1,16.3
Luxembourg (Luxembourg),2019-07-01,23.8,2019,7,182,3,23.3,23.633333333333336
Riga (Latvia),2019-07-01,12.0,2019,7,182,3,19.1,17.0
Valletta (Malta),2019-07-01,28.5,2019,7,182,3,37.4,31.2
Amsterdam (Netherlands),2019-07-01,22.3,2019,7,182,3,23.7,22.666666666666668
Oslo (Norway),2019-07-01,16.1,2019,7,182,3,21.3,19.366666666666667
Warsaw (Poland),2019-07-01,26.7,2019,7,182,3,22.3,26.7
Lisbon (Portugal),2019-07-01,14.6,2019,7,182,3,16.5,16.633333333333333
Bucharest (Romania),2019-07-01,57.4,2019,7,182,3,59.4,59.06666666666666
Stockholm (Sweden),2019-07-01,17.1,2019,7,182,3,19.7,19.833333333333332
Ljubljana (Slovenia),2019-07-01,14.6,2019,7,182,3,15.7,15.966666666666667
Bratislava (Slovakia),2019-07-01,17.1,2019,7,182,3,16.7,17.700000000000003
Vienna (Austria),2019-08-01,18.6,2019,8,213,3,19.0,18.833333333333332
Brussels (Belgium),2019-08-01,23.0,2019,8,213,3,21.2,23.53333333333333
Sofia (Bulgaria),2019-08-01,22.2,2019,8,213,3,17.7,19.7
Bern (Switzerland),2019-08-01,16.6,2019,8,213,3,15.0,15.700000000000001
Nicosia (Cyprus),2019-08-01,16.8,2019,8,213,3,16.5,17.73333333333333
Prague (Czech Republic),2019-08-01,25.2,2019,8,213,3,23.1,23.700000000000003
Berlin (Germany),2019-08-01,30.6,2019,8,213,3,21.6,26.233333333333334
Copenhagen (Denmark),2019-08-01,20.0,2019,8,213,3,14.3,17.733333333333334
Tallinn (Estonia),2019-08-01,7.1,2019,8,213,3,7.2,7.966666666666666
Athens (Greece),2019-08-01,25.0,2019,8,213,3,31.0,30.0
Madrid (Spain),2019-08-01,24.9,2019,8,213,3,24.8,24.333333333333332
EU27 (aggregate),2019-08-01,23.7,2019,8,213,3,22.1,22.733333333333334
Helsinki (Finland),2019-08-01,17.9,2019,8,213,3,14.2,16.366666666666664
Paris (France),2019-08-01,28.5,2019,8,213,3,29.9,29.7
Zagreb (Croatia),2019-08-01,26.7,2019,8,213,3,28.5,28.099999999999998
Budapest (Hungary),2019-08-01,28.9,2019,8,213,3,25.8,26.13333333333333
Dublin (Ireland),2019-08-01,16.7,2019,8,213,3,19.1,17.900000000000002
Reykjavik (Iceland),2019-08-01,5.3,2019,8,213,3,4.9,5.066666666666666
Rome (Italy),2019-08-01,26.9,2019,8,213,3,31.7,31.366666666666664
Vilnius (Lithuania),2019-08-01,22.9,2019,8,213,3,16.6,18.2
Luxembourg (Luxembourg),2019-08-01,23.8,2019,8,213,3,23.8,23.633333333333336
Riga (Latvia),2019-08-01,24.1,2019,8,213,3,12.0,18.400000000000002
Valletta (Malta),2019-08-01,29.0,2019,8,213,3,28.5,31.633333333333336
Amsterdam (Netherlands),2019-08-01,24.7,2019,8,213,3,22.3,23.566666666666663
Oslo (Norway),2019-08-01,20.4,2019,8,213,3,16.1,19.26666666666667
Warsaw (Poland),2019-08-01,32.3,2019,8,213,3,26.7,27.099999999999994
Lisbon (Portugal),2019-08-01,14.8,2019,8,213,3,14.6,15.299999999999999
Bucharest (Romania),2019-08-01,58.1,2019,8,213,3,57.4,58.29999999999999
Stockholm (Sweden),2019-08-01,18.9,2019,8,213,3,17.1,18.566666666666666
Ljubljana (Slovenia),2019-08-01,14.3,2019,8,213,3,14.6,14.866666666666667
Bratislava (Slovakia),2019-08-01,18.8,2019,8,213,3,17.1,17.533333333333335
Vienna (Austria),2019-09-01,20.2,2019,9,244,4,18.6,19.266666666666666
Brussels (Belgium),2019-09-01,24.5,2019,9,244,4,23.0,22.900000000000002
Sofia (Bulgaria),2019-09-01,27.4,2019,9,244,4,22.2,22.433333333333334
Bern (Switzerland),2019-09-01,18.6,2019,9,244,4,16.6,16.733333333333334
Nicosia (Cyprus),2019-09-01,20.9,2019,9,244,4,16.8,18.066666666666666
Prague (Czech Republic),2019-09-01,25.6,2019,9,244,4,25.2,24.633333333333336
Berlin (Germany),2019-09-01,29.4,2019,9,244,4,30.6,27.200000000000003
Copenhagen (Denmark),2019-09-01,17.7,2019,9,244,4,20.0,17.333333333333332
Tallinn (Estonia),2019-09-01,10.4,2019,9,244,4,7.1,8.233333333333333
Athens (Greece),2019-09-01,32.9,2019,9,244,4,25.0,29.633333333333336
Madrid (Spain),2019-09-01,30.9,2019,9,244,4,24.9,26.866666666666664
EU27 (aggregate),2019-09-01,25.9,2019,9,244,4,23.7,23.899999999999995
Helsinki (Finland),2019-09-01,17.9,2019,9,244,4,17.9,16.666666666666668
Paris (France),2019-09-01,29.2,2019,9,244,4,28.5,29.2
Zagreb (Croatia),2019-09-01,31.6,2019,9,244,4,26.7,28.933333333333334
Budapest (Hungary),2019-09-01,30.0,2019,9,244,4,28.9,28.233333333333334
Dublin (Ireland),2019-09-01,22.1,2019,9,244,4,16.7,19.3
Reykjavik (Iceland),2019-09-01,4.6,2019,9,244,4,5.3,4.933333333333334
Rome (Italy),2019-09-01,35.1,2019,9,244,4,26.9,31.233333333333334
Vilnius (Lithuania),2019-09-01,20.6,2019,9,244,4,22.9,20.033333333333335
Luxembourg (Luxembourg),2019-09-01,26.0,2019,9,244,4,23.8,24.53333333333333
Riga (Latvia),2019-09-01,22.4,2019,9,244,4,24.1,19.5
Valletta (Malta),2019-09-01,30.1,2019,9,244,4,29.0,29.200000000000003
Amsterdam (Netherlands),2019-09-01,25.6,2019,9,244,4,24.7,24.2
Oslo (Norway),2019-09-01,24.4,2019,9,244,4,20.4,20.3
Warsaw (Poland),2019-09-01,28.5,2019,9,244,4,32.3,29.166666666666668
Lisbon (Portugal),2019-09-01,24.7,2019,9,244,4,14.8,18.033333333333335
Bucharest (Romania),2019-09-01,57.7,2019,9,244,4,58.1,57.73333333333333
Stockholm (Sweden),2019-09-01,20.1,2019,9,244,4,18.9,18.7
Ljubljana (Slovenia),2019-09-01,17.5,2019,9,244,4,14.3,15.466666666666669
Bratislava (Slovakia),2019-09-01,20.5,2019,9,244,4,18.8,18.8
Vienna (Austria),2019-10-01,26.5,2019,10,274,4,20.2,21.766666666666666
Brussels (Belgium),2019-10-01,25.5,2019,10,274,4,24.5,24.333333333333332
Sofia (Bulgaria),2019-10-01,42.5,2019,10,274,4,27.4,30.7
Bern (Switzerland),2019-10-01,21.8,2019,10,274,4,18.6,19.0
Nicosia (Cyprus),2019-10-01,31.2,2019,10,274,4,20.9,22.96666666666667
Prague (Czech Republic),2019-10-01,28.0,2019,10,274,4,25.6,26.266666666666666
Berlin (Germany),2019-10-01,31.4,2019,10,274,4,29.4,30.466666666666665
Copenhagen (Denmark),2019-10-01,21.0,2019,10,274,4,17.7,19.566666666666666
Tallinn (Estonia),2019-10-01,11.8,2019,10,274,4,10.4,9.766666666666667
Athens (Greece),2019-10-01,36.2,2019,10,274,4,32.9,31.366666666666664
Madrid (Spain),2019-10-01,40.3,2019,10,274,4,30.9,32.03333333333333
EU27 (aggregate),2019-10-01,30.0,2019,10,274,4,25.9,26.53333333333333
Helsinki (Finland),2019-10-01,18.5,2019,10,274,4,17.9,18.099999999999998
Paris (France),2019-10-01,30.7,2019,10,274,4,29.2,29.46666666666667
Zagreb (Croatia),2019-10-01,33.7,2019,10,274,4,31.6,30.666666666666668
Budapest (Hungary),2019-10-01,37.0,2019,10,274,4,30.0,31.96666666666667
Dublin (Ireland),2019-10-01,26.8,2019,10,274,4,22.1,21.866666666666664
Reykjavik (Iceland),2019-10-01,8.3,2019,10,274,4,4.6,6.066666666666667
Rome (Italy),2019-10-01,44.3,2019,10,274,4,35.1,35.43333333333333
Vilnius (Lithuania),2019-10-01,25.2,2019,10,274,4,20.6,22.900000000000002
Luxembourg (Luxembourg),2019-10-01,25.0,2019,10,274,4,26.0,24.933333333333337
Riga (Latvia),2019-10-01,26.0,2019,10,274,4,22.4,24.166666666666668
Valletta (Malta),2019-10-01,34.0,2019,10,274,4,30.1,31.033333333333335
Amsterdam (Netherlands),2019-10-01,27.8,2019,10,274,4,25.6,26.033333333333335
Oslo (Norway),2019-10-01,31.1,2019,10,274,4,24.4,25.3
Warsaw (Poland),2019-10-01,32.8,2019,10,274,4,28.5,31.2
Lisbon (Portugal),2019-10-01,27.0,2019,10,274,4,24.7,22.166666666666668
Bucharest (Romania),2019-10-01,57.2,2019,10,274,4,57.7,57.666666666666664
Stockholm (Sweden),2019-10-01,21.0,2019,10,274,4,20.1,20.0
Ljubljana (Slovenia),2019-10-01,23.2,2019,10,274,4,17.5,18.333333333333332
Bratislava (Slovakia),2019-10-01,24.5,2019,10,274,4,20.5,21.266666666666666
Vienna (Austria),2019-11-01,23.0,2019,11,305,4,26.5,23.233333333333334
Brussels (Belgium),2019-11-01,32.7,2019,11,305,4,25.5,27.566666666666666
Sofia (Bulgaria),2019-11-01,32.5,2019,11,305,4,42.5,34.13333333333333
Bern (Switzerland),2019-11-01,27.3,2019,11,305,4,21.8,22.566666666666666
Nicosia (Cyprus),2019-11-01,45.1,2019,11,305,4,31.2,32.4
Prague (Czech Republic),2019-11-01,28.4,2019,11,305,4,28.0,27.333333333333332
Berlin (Germany),2019-11-01,30.3,2019,11,305,4,31.4,30.366666666666664
Copenhagen (Denmark),2019-11-01,22.5,2019,11,305,4,21.0,20.400000000000002
Tallinn (Estonia),2019-11-01,12.3,2019,11,305,4,11.8,11.5
Athens (Greece),2019-11-01,31.6,2019,11,305,4,36.2,33.56666666666667
Madrid (Spain),2019-11-01,26.0,2019,11,305,4,40.3,32.4
EU27 (aggregate),2019-11-01,28.9,2019,11,305,4,30.0,28.266666666666666
Helsinki (Finland),2019-11-01,18.3,2019,11,305,4,18.5,18.233333333333334
Paris (France),2019-11-01,36.1,2019,11,305,4,30.7,32.0
Zagreb (Croatia),2019-11-01,33.5,2019,11,305,4,33.7,32.93333333333333
Budapest (Hungary),2019-11-01,31.5,2019,11,305,4,37.0,32.833333333333336
Dublin (Ireland),2019-11-01,33.9,2019,11,305,4,26.8,27.599999999999998
Reykjavik (Iceland),2019-11-01,20.7,2019,11,305,4,8.3,11.199999999999998
Rome (Italy),2019-11-01,40.3,2019,11,305,4,44.3,39.9
Vilnius (Lithuania),2019-11-01,14.7,2019,11,305,4,25.2,20.166666666666668
Luxembourg (Luxembourg),2019-11-01,31.3,2019,11,305,4,25.0,27.433333333333334
